item_id,source,paper_id,figure_path
sciver_test_0562,sciver,2410.20399v1,feature_discovery/figures/sciver_test_0562.png
sciver_val_0333,sciver,2409.15550v1,feature_discovery/figures/sciver_val_0333.png
sciver_val_0282,sciver,2411.11374v1,feature_discovery/figures/sciver_val_0282.png
sciver_val_0304,sciver,2411.18373v1,feature_discovery/figures/sciver_val_0304.png
sciver_test_0692,sciver,2411.01021v1,feature_discovery/figures/sciver_test_0692.png
sciver_test_0605,sciver,2410.19796v1,feature_discovery/figures/sciver_test_0605.png
sciver_test_0623,sciver,2409.01378v1,feature_discovery/figures/sciver_test_0623.png
sciver_test_0544,sciver,2410.19803v1,feature_discovery/figures/sciver_test_0544.png
sciver_test_0612,sciver,2411.04487v1,feature_discovery/figures/sciver_test_0612.png
sciver_test_0609,sciver,2409.18011v1,feature_discovery/figures/sciver_test_0609.png
sciver_val_0323,sciver,2409.17896v1,feature_discovery/figures/sciver_val_0323.png
sciver_val_0373,sciver,2409.07796v1,feature_discovery/figures/sciver_val_0373.png
sciver_test_0547,sciver,2411.09289v1,feature_discovery/figures/sciver_test_0547.png
sciver_test_0503,sciver,2410.14059v2,feature_discovery/figures/sciver_test_0503.png
sciver_test_0519,sciver,2411.11293v1,feature_discovery/figures/sciver_test_0519.png
sciver_test_0737,sciver,2411.15865v1,feature_discovery/figures/sciver_test_0737.png
sciver_test_0525,sciver,2410.15049v1,feature_discovery/figures/sciver_test_0525.png
sciver_val_0352,sciver,2410.22387v1,feature_discovery/figures/sciver_val_0352.png
sciver_test_0804,sciver,2411.03401v1,feature_discovery/figures/sciver_test_0804.png
sciver_val_0390,sciver,2409.05633v1,feature_discovery/figures/sciver_val_0390.png
sciver_val_0485,sciver,2409.12210v1,feature_discovery/figures/sciver_val_0485.png
sciver_test_0787,sciver,2409.11176v1,feature_discovery/figures/sciver_test_0787.png
sciver_test_0800,sciver,2409.11531v1,feature_discovery/figures/sciver_test_0800.png
sciver_val_0401,sciver,2410.21088v1,feature_discovery/figures/sciver_val_0401.png
sciver_test_0828,sciver,2410.10177v1,feature_discovery/figures/sciver_test_0828.png
sciver_test_0749,sciver,2411.09556v1,feature_discovery/figures/sciver_test_0749.png
sciver_val_0416,sciver,2409.07162v2,feature_discovery/figures/sciver_val_0416.png
sciver_test_0946,sciver,2411.15375v1,feature_discovery/figures/sciver_test_0946.png
sciver_test_0844,sciver,2409.11704v1,feature_discovery/figures/sciver_test_0844.png
sciver_test_0876,sciver,2410.05341v2,feature_discovery/figures/sciver_test_0876.png
sciver_test_0759,sciver,2411.05521v2,feature_discovery/figures/sciver_test_0759.png
sciver_val_0437,sciver,2410.05522v1,feature_discovery/figures/sciver_val_0437.png
sciver_val_0432,sciver,2409.00163v1,feature_discovery/figures/sciver_val_0432.png
sciver_val_0475,sciver,2410.21563v1,feature_discovery/figures/sciver_val_0475.png
sciver_val_0470,sciver,2410.00454v1,feature_discovery/figures/sciver_val_0470.png
sciver_test_0835,sciver,2411.12785v1,feature_discovery/figures/sciver_test_0835.png
sciver_test_0865,sciver,2411.01088v1,feature_discovery/figures/sciver_test_0865.png
sciver_test_0916,sciver,2410.21259v2,feature_discovery/figures/sciver_test_0916.png
sciver_test_0961,sciver,2411.04451v1,feature_discovery/figures/sciver_test_0961.png
sciver_test_0747,sciver,2410.11378v1,feature_discovery/figures/sciver_test_0747.png
sciver_val_0384,sciver,2411.06665v1,feature_discovery/figures/sciver_val_0384.png
sciver_test_0994,sciver,2411.12858v2,feature_discovery/figures/sciver_test_0994.png
sciver_val_0491,sciver,2409.16797v1,feature_discovery/figures/sciver_val_0491.png
sciver_test_0858,sciver,2411.17674v1,feature_discovery/figures/sciver_test_0858.png
sciver_val_0455,sciver,2410.05817v3,feature_discovery/figures/sciver_val_0455.png
sciver_test_0752,sciver,2409.15317v1,feature_discovery/figures/sciver_test_0752.png
sciver_test_0860,sciver,2410.22269v1,feature_discovery/figures/sciver_test_0860.png
sciver_val_0434,sciver,2411.01537v1,feature_discovery/figures/sciver_val_0434.png
sciver_test_0909,sciver,2411.14608v1,feature_discovery/figures/sciver_test_0909.png
sciver_test_0972,sciver,2409.07192v1,feature_discovery/figures/sciver_test_0972.png
sciver_test_0811,sciver,2410.02320v2,feature_discovery/figures/sciver_test_0811.png
sciver_test_0938,sciver,2410.02475v1,feature_discovery/figures/sciver_test_0938.png
sciver_test_0907,sciver,2409.16239v1,feature_discovery/figures/sciver_test_0907.png
sciver_test_0757,sciver,2411.03697v1,feature_discovery/figures/sciver_test_0757.png
sciver_test_0955,sciver,2410.23168v1,feature_discovery/figures/sciver_test_0955.png
sciver_val_0418,sciver,2411.17616v1,feature_discovery/figures/sciver_val_0418.png
sciver_val_0397,sciver,2409.14063v1,feature_discovery/figures/sciver_val_0397.png
sciver_test_0846,sciver,2411.06529v1,feature_discovery/figures/sciver_test_0846.png
sciver_val_0423,sciver,2409.12887v2,feature_discovery/figures/sciver_val_0423.png
sciver_test_0824,sciver,2410.10289v1,feature_discovery/figures/sciver_test_0824.png
sciver_val_0422,sciver,2411.14533v1,feature_discovery/figures/sciver_val_0422.png
sciver_test_0926,sciver,2411.07795v2,feature_discovery/figures/sciver_test_0926.png
sciver_test_0956,sciver,2409.12892v1,feature_discovery/figures/sciver_test_0956.png
sciver_test_0988,sciver,2409.01435v1,feature_discovery/figures/sciver_test_0988.png
sciver_val_0425,sciver,2409.05314v2,feature_discovery/figures/sciver_val_0425.png
sciver_test_0821,sciver,2409.02184v1,feature_discovery/figures/sciver_test_0821.png
sciver_test_0897,sciver,2409.01295v2,feature_discovery/figures/sciver_test_0897.png
sciver_val_0395,sciver,2410.09850v1,feature_discovery/figures/sciver_val_0395.png
sciver_test_0154,sciver,2411.00254v1,feature_discovery/figures/sciver_test_0154.png
sciver_test_0188,sciver,2411.03445v1,feature_discovery/figures/sciver_test_0188.png
sciver_test_0026,sciver,2410.21603v2,feature_discovery/figures/sciver_test_0026.png
sciver_test_0207,sciver,2409.13175v1,feature_discovery/figures/sciver_test_0207.png
sciver_val_0012,sciver,2410.03091v1,feature_discovery/figures/sciver_val_0012.png
sciver_val_0019,sciver,2411.10399v1,feature_discovery/figures/sciver_val_0019.png
sciver_val_0086,sciver,2409.08158v1,feature_discovery/figures/sciver_val_0086.png
sciver_test_0136,sciver,2410.01964v1,feature_discovery/figures/sciver_test_0136.png
sciver_val_0114,sciver,2409.05878v2,feature_discovery/figures/sciver_val_0114.png
sciver_test_0130,sciver,2411.07504v1,feature_discovery/figures/sciver_test_0130.png
sciver_val_0112,sciver,2409.05314v2,feature_discovery/figures/sciver_val_0112.png
sciver_test_0091,sciver,2410.08821v1,feature_discovery/figures/sciver_test_0091.png
sciver_test_0181,sciver,2410.04068v1,feature_discovery/figures/sciver_test_0181.png
sciver_test_0192,sciver,2409.06801v1,feature_discovery/figures/sciver_test_0192.png
sciver_test_0233,sciver,2410.22782v1,feature_discovery/figures/sciver_test_0233.png
sciver_test_0121,sciver,2411.15799v1,feature_discovery/figures/sciver_test_0121.png
sciver_val_0033,sciver,2411.13607v2,feature_discovery/figures/sciver_val_0033.png
sciver_test_0083,sciver,2411.01289v1,feature_discovery/figures/sciver_test_0083.png
sciver_test_0111,sciver,2409.08598v1,feature_discovery/figures/sciver_test_0111.png
sciver_val_0037,sciver,2411.16114v1,feature_discovery/figures/sciver_val_0037.png
sciver_val_0001,sciver,2410.08207v1,feature_discovery/figures/sciver_val_0001.png
sciver_test_0069,sciver,2409.05061v2,feature_discovery/figures/sciver_test_0069.png
sciver_test_0124,sciver,2409.15440v1,feature_discovery/figures/sciver_test_0124.png
sciver_test_0053,sciver,2411.05608v1,feature_discovery/figures/sciver_test_0053.png
sciver_test_0082,sciver,2411.14736v1,feature_discovery/figures/sciver_test_0082.png
sciver_test_0027,sciver,2409.15218v1,feature_discovery/figures/sciver_test_0027.png
sciver_test_0076,sciver,2410.07196v1,feature_discovery/figures/sciver_test_0076.png
sciver_val_0106,sciver,2409.02399v1,feature_discovery/figures/sciver_val_0106.png
sciver_test_0226,sciver,2411.15743v1,feature_discovery/figures/sciver_test_0226.png
sciver_test_0025,sciver,2411.11912v1,feature_discovery/figures/sciver_test_0025.png
sciver_val_0044,sciver,2411.07664v1,feature_discovery/figures/sciver_val_0044.png
sciver_test_0085,sciver,2411.15413v1,feature_discovery/figures/sciver_test_0085.png
sciver_val_0092,sciver,2411.00311v1,feature_discovery/figures/sciver_val_0092.png
sciver_test_0081,sciver,2410.18529v2,feature_discovery/figures/sciver_test_0081.png
sciver_val_0009,sciver,2411.00312v1,feature_discovery/figures/sciver_val_0009.png
sciver_test_0127,sciver,2409.09641v2,feature_discovery/figures/sciver_test_0127.png
sciver_val_0090,sciver,2409.12052v3,feature_discovery/figures/sciver_val_0090.png
sciver_test_0005,sciver,2409.16902v1,feature_discovery/figures/sciver_test_0005.png
sciver_test_0231,sciver,2410.02346v2,feature_discovery/figures/sciver_test_0231.png
sciver_val_0075,sciver,2410.09850v1,feature_discovery/figures/sciver_val_0075.png
sciver_test_0237,sciver,2410.03090v1,feature_discovery/figures/sciver_test_0237.png
sciver_val_0073,sciver,2411.06965v1,feature_discovery/figures/sciver_val_0073.png
sciver_test_0184,sciver,2410.02320v2,feature_discovery/figures/sciver_test_0184.png
sciver_test_0001,sciver,2409.06994v2,feature_discovery/figures/sciver_test_0001.png
sciver_val_0042,sciver,2409.07796v1,feature_discovery/figures/sciver_val_0042.png
sciver_test_0202,sciver,2410.10289v1,feature_discovery/figures/sciver_test_0202.png
sciver_test_0235,sciver,2411.06529v1,feature_discovery/figures/sciver_test_0235.png
sciver_test_0020,sciver,2411.03966v1,feature_discovery/figures/sciver_test_0020.png
sciver_val_0058,sciver,2409.12428v1,feature_discovery/figures/sciver_val_0058.png
sciver_test_0079,sciver,2411.10213v1,feature_discovery/figures/sciver_test_0079.png
sciver_val_0132,sciver,2411.14034v1,feature_discovery/figures/sciver_val_0132.png
sciver_val_0255,sciver,2410.00366v1,feature_discovery/figures/sciver_val_0255.png
sciver_test_0258,sciver,2409.13828v1,feature_discovery/figures/sciver_test_0258.png
sciver_test_0343,sciver,2409.11839v1,feature_discovery/figures/sciver_test_0343.png
sciver_test_0459,sciver,2410.05295v3,feature_discovery/figures/sciver_test_0459.png
sciver_test_0395,sciver,2411.01217v1,feature_discovery/figures/sciver_test_0395.png
sciver_val_0194,sciver,2410.10054v1,feature_discovery/figures/sciver_val_0194.png
sciver_test_0382,sciver,2411.11293v1,feature_discovery/figures/sciver_test_0382.png
sciver_test_0488,sciver,2411.05174v1,feature_discovery/figures/sciver_test_0488.png
sciver_test_0296,sciver,2411.15668v1,feature_discovery/figures/sciver_test_0296.png
sciver_test_0262,sciver,2409.12680v2,feature_discovery/figures/sciver_test_0262.png
sciver_test_0476,sciver,2409.07335v1,feature_discovery/figures/sciver_test_0476.png
sciver_val_0178,sciver,2409.02418v1,feature_discovery/figures/sciver_val_0178.png
sciver_test_0429,sciver,2411.13900v1,feature_discovery/figures/sciver_test_0429.png
sciver_test_0352,sciver,2410.20320v1,feature_discovery/figures/sciver_test_0352.png
sciver_test_0347,sciver,2411.07795v2,feature_discovery/figures/sciver_test_0347.png
sciver_test_0284,sciver,2410.08642v1,feature_discovery/figures/sciver_test_0284.png
sciver_val_0173,sciver,2410.22451v1,feature_discovery/figures/sciver_val_0173.png
sciver_val_0147,sciver,2410.05817v3,feature_discovery/figures/sciver_val_0147.png
sciver_val_0238,sciver,2409.16670v1,feature_discovery/figures/sciver_val_0238.png
sciver_val_0155,sciver,2409.16745v1,feature_discovery/figures/sciver_val_0155.png
sciver_val_0128,sciver,2410.14508v1,feature_discovery/figures/sciver_val_0128.png
sciver_test_0360,sciver,2409.19872v3,feature_discovery/figures/sciver_test_0360.png
sciver_test_0421,sciver,2411.17987v1,feature_discovery/figures/sciver_test_0421.png
sciver_val_0189,sciver,2411.05867v1,feature_discovery/figures/sciver_val_0189.png
sciver_test_0375,sciver,2409.04477v1,feature_discovery/figures/sciver_test_0375.png
sciver_val_0188,sciver,2409.06538v1,feature_discovery/figures/sciver_val_0188.png
sciver_val_0199,sciver,2410.19599v2,feature_discovery/figures/sciver_val_0199.png
sciver_test_0260,sciver,2410.01157v1,feature_discovery/figures/sciver_test_0260.png
sciver_test_0380,sciver,2409.13499v2,feature_discovery/figures/sciver_test_0380.png
sciver_val_0241,sciver,2410.14161v2,feature_discovery/figures/sciver_val_0241.png
sciver_val_0251,sciver,2410.11772v2,feature_discovery/figures/sciver_val_0251.png
sciver_val_0151,sciver,2410.22187v1,feature_discovery/figures/sciver_val_0151.png
sciver_val_0121,sciver,2409.00163v1,feature_discovery/figures/sciver_val_0121.png
sciver_val_0237,sciver,2409.19747v1,feature_discovery/figures/sciver_val_0237.png
sciver_test_0487,sciver,2411.04487v1,feature_discovery/figures/sciver_test_0487.png
sciver_val_0204,sciver,2409.14128v2,feature_discovery/figures/sciver_val_0204.png
sciver_val_0220,sciver,2409.08519v1,feature_discovery/figures/sciver_val_0220.png
sciver_test_0333,sciver,2409.01722v2,feature_discovery/figures/sciver_test_0333.png
sciver_test_0328,sciver,2411.16119v1,feature_discovery/figures/sciver_test_0328.png
sciver_val_0247,sciver,2409.10944v1,feature_discovery/figures/sciver_val_0247.png
sciver_test_0322,sciver,2410.01239v1,feature_discovery/figures/sciver_test_0322.png
sciver_val_0245,sciver,2411.11736v1,feature_discovery/figures/sciver_val_0245.png
sciver_test_0308,sciver,2411.02278v1,feature_discovery/figures/sciver_test_0308.png
sciver_val_0168,sciver,2411.16273v1,feature_discovery/figures/sciver_val_0168.png
sciver_val_0215,sciver,2411.07042v1,feature_discovery/figures/sciver_val_0215.png
sciver_val_0139,sciver,2409.11088v1,feature_discovery/figures/sciver_val_0139.png
sciver_test_0372,sciver,2410.02475v1,feature_discovery/figures/sciver_test_0372.png
sciver_val_0209,sciver,2410.20847v1,feature_discovery/figures/sciver_val_0209.png
sciver_val_0219,sciver,2411.02305v1,feature_discovery/figures/sciver_val_0219.png
scev_val_fig_0250,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0250.png
scev_val_fig_0251,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0251.png
scev_val_fig_0256,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0256.png
scev_val_fig_0257,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0257.png
scev_val_fig_0014,sciclaimeval,2201.12414,feature_discovery/figures/scev_val_fig_0014.png
scev_val_fig_0015,sciclaimeval,2201.12414,feature_discovery/figures/scev_val_fig_0015.png
scev_val_fig_0286,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0286.png
scev_val_fig_0287,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0287.png
scev_val_fig_0284,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0284.png
scev_val_fig_1544,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_1544.png
scev_val_fig_0241,sciclaimeval,16935,feature_discovery/figures/scev_val_fig_0241.png
scev_val_fig_1545,sciclaimeval,16935,feature_discovery/figures/scev_val_fig_1545.png
scev_val_fig_0033,sciclaimeval,2403.19863,feature_discovery/figures/scev_val_fig_0033.png
scev_val_fig_1555,sciclaimeval,2403.19863,feature_discovery/figures/scev_val_fig_1555.png
scev_val_fig_0005,sciclaimeval,2403.19137,feature_discovery/figures/scev_val_fig_0005.png
scev_val_fig_0006,sciclaimeval,2403.19137,feature_discovery/figures/scev_val_fig_0006.png
scev_val_fig_0297,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0297.png
scev_val_fig_0298,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0298.png
scev_val_fig_0169,sciclaimeval,2023.emnlp-main.19,feature_discovery/figures/scev_val_fig_0169.png
scev_val_fig_1529,sciclaimeval,2023.emnlp-main.19,feature_discovery/figures/scev_val_fig_1529.png
scev_val_fig_0048,sciclaimeval,2403.17919,feature_discovery/figures/scev_val_fig_0048.png
scev_val_fig_0066,sciclaimeval,2206.00050,feature_discovery/figures/scev_val_fig_0066.png
scev_val_fig_0270,sciclaimeval,18098,feature_discovery/figures/scev_val_fig_0270.png
scev_val_fig_0047,sciclaimeval,2403.17919,feature_discovery/figures/scev_val_fig_0047.png
scev_val_fig_1509,sciclaimeval,2024.acl-short.16,feature_discovery/figures/scev_val_fig_1509.png
scev_val_fig_0187,sciclaimeval,2024.bionlp-1.4,feature_discovery/figures/scev_val_fig_0187.png
scev_val_fig_0206,sciclaimeval,2024.acl-short.16,feature_discovery/figures/scev_val_fig_0206.png
scev_val_fig_0020,sciclaimeval,2502.17771,feature_discovery/figures/scev_val_fig_0020.png
scev_val_fig_1519,sciclaimeval,2025.naacl-long.17,feature_discovery/figures/scev_val_fig_1519.png
scev_val_fig_1504,sciclaimeval,2024.acl-short.16,feature_discovery/figures/scev_val_fig_1504.png
scev_val_fig_0283,sciclaimeval,17254,feature_discovery/figures/scev_val_fig_0283.png
scev_val_fig_1505,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_1505.png
scev_val_fig_0094,sciclaimeval,2202.10720,feature_discovery/figures/scev_val_fig_0094.png
scev_val_fig_0060,sciclaimeval,2405.14507,feature_discovery/figures/scev_val_fig_0060.png
scev_val_fig_1510,sciclaimeval,2025.naacl-long.15,feature_discovery/figures/scev_val_fig_1510.png
scev_val_fig_0131,sciclaimeval,2024.eacl-long.17,feature_discovery/figures/scev_val_fig_0131.png
scev_val_fig_0302,sciclaimeval,18228,feature_discovery/figures/scev_val_fig_0302.png
scev_val_fig_0202,sciclaimeval,2025.naacl-long.15,feature_discovery/figures/scev_val_fig_0202.png
scev_val_fig_1556,sciclaimeval,2202.02363,feature_discovery/figures/scev_val_fig_1556.png
scev_val_fig_0205,sciclaimeval,2024.acl-short.16,feature_discovery/figures/scev_val_fig_0205.png
scev_val_fig_0182,sciclaimeval,2024.eacl-long.14,feature_discovery/figures/scev_val_fig_0182.png
scev_val_fig_0180,sciclaimeval,2024.eacl-long.14,feature_discovery/figures/scev_val_fig_0180.png
scev_val_fig_0160,sciclaimeval,2025.naacl-short.5,feature_discovery/figures/scev_val_fig_0160.png
scev_val_fig_0138,sciclaimeval,2024.eacl-long.16,feature_discovery/figures/scev_val_fig_0138.png
scev_val_fig_1506,sciclaimeval,2410.17599,feature_discovery/figures/scev_val_fig_1506.png
scev_val_fig_0181,sciclaimeval,2024.eacl-long.14,feature_discovery/figures/scev_val_fig_0181.png
scev_val_fig_0277,sciclaimeval,17252,feature_discovery/figures/scev_val_fig_0277.png
scev_val_fig_1521,sciclaimeval,2202.10720,feature_discovery/figures/scev_val_fig_1521.png
scev_val_fig_0070,sciclaimeval,2206.00050,feature_discovery/figures/scev_val_fig_0070.png
scev_val_fig_0159,sciclaimeval,2025.naacl-long.15,feature_discovery/figures/scev_val_fig_0159.png
scev_val_fig_0071,sciclaimeval,2206.00050,feature_discovery/figures/scev_val_fig_0071.png
scev_val_fig_0065,sciclaimeval,2205.15827,feature_discovery/figures/scev_val_fig_0065.png
scev_val_fig_0188,sciclaimeval,2024.bionlp-1.4,feature_discovery/figures/scev_val_fig_0188.png
scev_val_fig_0016,sciclaimeval,2502.17771,feature_discovery/figures/scev_val_fig_0016.png
scev_val_fig_1502,sciclaimeval,2211.12551,feature_discovery/figures/scev_val_fig_1502.png
scev_val_fig_0057,sciclaimeval,2405.14507,feature_discovery/figures/scev_val_fig_0057.png
scev_val_fig_1511,sciclaimeval,18669,feature_discovery/figures/scev_val_fig_1511.png
scev_val_fig_0058,sciclaimeval,2405.14507,feature_discovery/figures/scev_val_fig_0058.png
scev_val_fig_1512,sciclaimeval,2211.16499,feature_discovery/figures/scev_val_fig_1512.png
scev_val_fig_0113,sciclaimeval,2410.17599,feature_discovery/figures/scev_val_fig_0113.png
scev_val_fig_0288,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0288.png
scev_val_fig_0175,sciclaimeval,2023.emnlp-main.1,feature_discovery/figures/scev_val_fig_0175.png
scev_val_fig_1523,sciclaimeval,2405.14507,feature_discovery/figures/scev_val_fig_1523.png
scev_val_fig_0018,sciclaimeval,2502.17771,feature_discovery/figures/scev_val_fig_0018.png
scev_val_fig_0029,sciclaimeval,2403.19137,feature_discovery/figures/scev_val_fig_0029.png
scev_val_fig_0035,sciclaimeval,2403.19863,feature_discovery/figures/scev_val_fig_0035.png
scev_val_fig_0056,sciclaimeval,2405.14507,feature_discovery/figures/scev_val_fig_0056.png
scev_val_fig_1516,sciclaimeval,2201.10328,feature_discovery/figures/scev_val_fig_1516.png
scev_val_fig_0147,sciclaimeval,2025.naacl-short.1,feature_discovery/figures/scev_val_fig_0147.png
scev_val_fig_1500,sciclaimeval,2211.16499,feature_discovery/figures/scev_val_fig_1500.png
scev_val_fig_0106,sciclaimeval,2501.09163,feature_discovery/figures/scev_val_fig_0106.png
scev_val_fig_1513,sciclaimeval,2403.19863,feature_discovery/figures/scev_val_fig_1513.png
scev_val_fig_0276,sciclaimeval,18228,feature_discovery/figures/scev_val_fig_0276.png
scev_val_fig_0249,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0249.png
scev_val_fig_0062,sciclaimeval,2205.11361,feature_discovery/figures/scev_val_fig_0062.png
scev_val_fig_0129,sciclaimeval,2023.emnlp-main.8,feature_discovery/figures/scev_val_fig_0129.png
scev_val_fig_0183,sciclaimeval,2024.eacl-long.14,feature_discovery/figures/scev_val_fig_0183.png
scev_val_fig_0239,sciclaimeval,16951,feature_discovery/figures/scev_val_fig_0239.png
scev_val_fig_0063,sciclaimeval,2206.00823,feature_discovery/figures/scev_val_fig_0063.png
scev_val_fig_0246,sciclaimeval,16935,feature_discovery/figures/scev_val_fig_0246.png
scev_val_fig_0032,sciclaimeval,2403.07937,feature_discovery/figures/scev_val_fig_0032.png
scev_val_fig_0210,sciclaimeval,16935,feature_discovery/figures/scev_val_fig_0210.png
scev_val_fig_0279,sciclaimeval,17199,feature_discovery/figures/scev_val_fig_0279.png
scev_val_fig_0240,sciclaimeval,16935,feature_discovery/figures/scev_val_fig_0240.png
scev_val_fig_0144,sciclaimeval,2024.bionlp-1.6,feature_discovery/figures/scev_val_fig_0144.png
scev_val_fig_1542,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_1542.png
scev_val_fig_0219,sciclaimeval,17199,feature_discovery/figures/scev_val_fig_0219.png
scev_val_fig_0262,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0262.png
scev_val_fig_1533,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_1533.png
scev_val_fig_0290,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0290.png
scev_val_fig_0254,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0254.png
scev_val_fig_0259,sciclaimeval,19374,feature_discovery/figures/scev_val_fig_0259.png
scev_val_fig_1552,sciclaimeval,18098,feature_discovery/figures/scev_val_fig_1552.png
scev_val_fig_0218,sciclaimeval,17199,feature_discovery/figures/scev_val_fig_0218.png
scev_val_fig_0046,sciclaimeval,2403.17919,feature_discovery/figures/scev_val_fig_0046.png
scev_val_fig_0274,sciclaimeval,18098,feature_discovery/figures/scev_val_fig_0274.png
scev_val_fig_0292,sciclaimeval,18312,feature_discovery/figures/scev_val_fig_0292.png
scev_val_fig_0042,sciclaimeval,2403.17919,feature_discovery/figures/scev_val_fig_0042.png
scev_val_fig_0043,sciclaimeval,2403.17919,feature_discovery/figures/scev_val_fig_0043.png
scev_val_fig_1557,sciclaimeval,2023.emnlp-main.19,feature_discovery/figures/scev_val_fig_1557.png
